"SYMBOL","ENTREZID"
"SLC4A2","6522"
"SLC4A7","9497"
"SLC5A3","6526"
"SLC5A6","8884"
"SLC6A15","55117"
"SLC6A9","6536"
"SLC7A1","6541"
"SLC7A11","23657"
"SLC7A2","6542"
"SLC7A5","8140"
"SLC7A6","9057"
"SLC7A6OS","84138"
"SLC7A8","23428"
"SLC9A1","6548"
"SLC9A6","10479"
"SLF1","84250"
"SLF2","55719"
"SLIRP","81892"
"SLK","9748"
"SLMAP","7871"
"SLTM","79811"
"SLU7","10569"
"SLX4","84464"
"SLX4IP","128710"
"SLX9","85395"
"SMAD1","4086"
"SMAD2","4087"
"SMAD3","4088"
"SMAD4","4089"
"SMAD9","4093"
"SMAP1","60682"
"SMAP2","64744"
"SMARCA1","6594"
"SMARCA2","6595"
"SMARCA4","6597"
"SMARCA5","8467"
"SMARCAD1","56916"
"SMARCAL1","50485"
"SMARCB1","6598"
"SMARCC1","6599"
"SMARCC2","6601"
"SMARCD1","6602"
"SMARCD2","6603"
"SMARCD3","6604"
"SMARCE1","6605"
"SMC1A","8243"
"SMC2","10592"
"SMC3","9126"
"SMC4","10051"
"SMC5","23137"
"SMC6","79677"
"SMCHD1","23347"
"SMDT1","91689"
"SMG5","23381"
"SMG6","23293"
"SMG7","9887"
"SMG8","55181"
"SMG9","56006"
"SMIM1","388588"
"SMIM12","113444"
"SMIM15","643155"
"SMIM8","57150"
"SMN2","6607"
"SMNDC1","10285"
"SMPD1","6609"
"SMPD4","55627"
"SMPDL3A","10924"
"SMPDL3B","27293"
"SMS","6611"
"SMTN","6525"
"SMU1","55234"
"SMUG1","23583"
"SMURF2","64750"
"SMYD2","56950"
"SMYD5","10322"
"SNAP23","8773"
"SNAP29","9342"
"SNAP47","116841"
"SNAPC1","6617"
"SNAPC2","6618"
"SNAPC3","6619"
"SNAPC4","6621"
"SNAPIN","23557"
"SNCA","6622"
"SND1","27044"
"SNF8","11267"
"SNIP1","79753"
"SNRK","54861"
"SNRNP200","23020"
"SNRNP25","79622"
"SNRNP27","11017"
"SNRNP35","11066"
"SNRNP40","9410"
"SNRNP48","154007"
"SNRNP70","6625"
"SNRPA","6626"
"SNRPA1","6627"
"SNRPB","6628"
"SNRPB2","6629"
"SNRPC","6631"
"SNRPD1","6632"
"SNRPD2","6633"
"SNRPD3","6634"
"SNRPE","6635"
"SNRPF","6636"
"SNTA1","6640"
"SNTB2","6645"
"SNU13","4809"
"SNUPN","10073"
"SNW1","22938"
"SNX1","6642"
"SNX11","29916"
"SNX12","29934"
"SNX13","23161"
"SNX15","29907"
"SNX17","9784"
"SNX18","112574"
"SNX2","6643"
"SNX21","90203"
"SNX27","81609"
"SNX29","92017"
"SNX3","8724"
"SNX30","401548"
"SNX33","257364"
"SNX4","8723"
"SNX5","27131"
"SNX6","58533"
"SNX7","51375"
"SNX8","29886"
"SNX9","51429"
"SOAT1","6646"
"SOBP","55084"
"SOD2","6648"
"SON","6651"
"SORBS1","10580"
"SORBS3","10174"
"SORD","6652"
"SORT1","6272"
"SOS1","6654"
"SOWAHC","65124"
"SOX12","6666"
"SOX13","9580"
"SOX2","6657"
"SOX4","6659"
"SOX8","30812"
"SOX9","6662"
"SP1","6667"
"SP2","6668"
"SP3","6670"
"SP4","6671"
"SPAG1","6674"
"SPAG5","10615"
"SPAG7","9552"
"SPAG9","9043"
"SPART","23111"
"SPAST","6683"
"SPATA2","9825"
"SPATA33","124045"
"SPATS2","65244"
"SPATS2L","26010"
"SPC25","57405"
"SPCS1","28972"
"SPCS2","9789"
"SPCS3","60559"
"SPDL1","54908"
"SPECC1","92521"
"SPECC1L","23384"
"SPEN","23013"
"SPG21","51324"
"SPHK2","56848"
"SPIN1","10927"
"SPIN3","169981"
"SPIN4","139886"
"SPINDOC","144097"
"SPIRE1","56907"
"SPNS1","83985"
"SPON1","10418"
"SPOP","8405"
"SPOUT1","51490"
"SPPL2A","84888"
"SPPL2B","56928"
"SPRTN","83932"
"SPRYD4","283377"
"SPRYD7","57213"
"SPTAN1","6709"
"SPTB","6710"
"SPTBN2","6712"
"SPTLC1","10558"
"SPTLC2","9517"
"SPTY2D1","144108"
"SQLE","6713"
"SQSTM1","8878"
"SRA1","10011"
"SRBD1","55133"
"SRC","6714"
"SRCAP","10847"
"SREK1","140890"
"SREK1IP1","285672"
"SRF","6722"
"SRFBP1","153443"
"SRGAP2","23380"
"SRI","6717"
"SRM","6723"
"SRP14","6727"
"SRP19","6728"
"SRP54","6729"
"SRP68","6730"
"SRP72","6731"
"SRP9","6726"
"SRPK1","6732"
"SRPK2","6733"
"SRPRA","6734"
"SRPRB","58477"
"SRR","63826"
"SRRM1","10250"
"SRRM2","23524"
"SRRT","51593"
"SRSF1","6426"
"SRSF10","10772"
"SRSF11","9295"
"SRSF12","135295"
"SRSF2","6427"
"SRSF3","6428"
"SRSF4","6429"
"SRSF5","6430"
"SRSF6","6431"
"SRSF7","6432"
"SRSF8","10929"
"SS18L1","26039"
"SSB","6741"
"SSBP1","6742"
"SSBP3","23648"
"SSBP4","170463"
"SSH1","54434"
"SSH2","85464"
"SSH3","54961"
"SSNA1","8636"
"SSR1","6745"
"SSR3","6747"
"SSR4","6748"
"SSRP1","6749"
"SSU72","29101"
"SSX2IP","117178"
"STAG1","10274"
"STAG2","10735"
"STAM","8027"
"STAM2","10254"
"STAMBP","10617"
"STAMBPL1","57559"
"STARD10","10809"
"STARD3NL","83930"
"STARD5","80765"
"STARD7","56910"
"STAT1","6772"
"STAT2","6773"
"STAT3","6774"
"STAT5B","6777"
"STAT6","6778"
"STAU1","6780"
"STAU2","27067"
"STBD1","8987"
"STC2","8614"
"STEAP3","55240"
"STEEP1","63932"
"STIM1","6786"
"STIM2","57620"
"STIP1","10963"
"STK10","6793"
"STK11","6794"
"STK11IP","114790"
"STK19","8859"
"STK24","8428"
"STK25","10494"
"STK26","51765"
"STK3","6788"
"STK35","140901"
"STK38","11329"
"STK38L","23012"
"STK39","27347"
"STK4","6789"
"STMN1","3925"
"STMN2","11075"
"STOM","2040"
"STOML2","30968"
"STRAP","11171"
"STRBP","55342"
"STRIP1","85369"
"STRN","6801"
"STRN3","29966"
"STRN4","29888"
"STT3A","3703"
"STT3B","201595"
"STUB1","10273"
"STX10","8677"
"STX12","23673"
"STX16","8675"
"STX17","55014"
"STX18","53407"
"STX2","2054"
"STX3","6809"
"STX4","6810"
"STX5","6811"
"STX6","10228"
"STX7","8417"
"STX8","9482"
"STXBP1","6812"
"STXBP2","6813"
"STXBP3","6814"
"STXBP4","252983"
"SUB1","10923"
"SUCLA2","8803"
"SUCLG1","8802"
"SUCLG2","8801"
"SUCO","51430"
"SUDS3","64426"
"SUFU","51684"
"SUGCT","79783"
"SUGP1","57794"
"SUGP2","10147"
"SUGT1","10910"
"SULF2","55959"
"SUMF1","285362"
"SUMF2","25870"
"SUMO2","6613"
"SUMO3","6612"
"SUN1","23353"
"SUN2","25777"
"SUOX","6821"
"SUPT16H","11198"
"SUPT20H","55578"
"SUPT3H","8464"
"SUPT4H1","6827"
"SUPT5H","6829"
"SUPT6H","6830"
"SUPT7L","9913"
"SURF1","6834"
"SURF2","6835"
"SURF4","6836"
"SURF6","6838"
"SUV39H1","6839"
"SUV39H2","79723"
"SUZ12","23512"
"SVBP","374969"
"SVIL","6840"
"SVIP","258010"
"SWAP70","23075"
"SYAP1","94056"
"SYDE1","85360"
"SYF2","25949"
"SYK","6850"
"SYMPK","8189"
"SYNCRIP","10492"
"SYNE2","23224"
"SYNE3","161176"
"SYNGR1","9145"
"SYNGR2","9144"
"SYNJ1","8867"
"SYNJ2","8871"
"SYNJ2BP","55333"
"SYNM","23336"
"SYNRG","11276"
"SYP","6855"
"SYPL1","6856"
"SYPL2","284612"
"SYT1","6857"
"SYT11","23208"
"SYTL4","94121"
"SYVN1","84447"
"SZRD1","26099"
"TAB1","10454"
"TAB2","23118"
"TAB3","257397"
"TACC1","6867"
"TACC2","10579"
"TACC3","10460"
"TACO1","51204"
"TADA1","117143"
"TADA2A","6871"
"TADA2B","93624"
"TADA3","10474"
"TAF1","6872"
"TAF10","6881"
"TAF11","6882"
"TAF12","6883"
"TAF15","8148"
"TAF1A","9015"
"TAF1B","9014"
"TAF1D","79101"
"TAF2","6873"
"TAF3","83860"
"TAF4","6874"
"TAF5","6877"
"TAF5L","27097"
"TAF6","6878"
"TAF6L","10629"
"TAF7","6879"
"TAF8","129685"
"TAF9","6880"
"TAF9B","51616"
"TAGLN2","8407"
"TAGLN3","29114"
"TALDO1","6888"
"TAMM41","132001"
"TANC2","26115"
"TANGO6","79613"
"TANK","10010"
"TAOK1","57551"
"TAOK2","9344"
"TAOK3","51347"
"TAP1","6890"
"TAPBP","6892"
"TAPT1","202018"
"TARBP1","6894"
"TARBP2","6895"
"TARDBP","23435"
"TARS1","6897"
"TARS2","80222"
"TARS3","123283"
"TASOR","23272"
"TASOR2","54906"
"TASP1","55617"
"TATDN1","83940"
"TATDN2","9797"
"TATDN3","128387"
"TAX1BP3","30851"
"TBC1D10A","83874"
"TBC1D10B","26000"
"TBC1D12","23232"
"TBC1D13","54662"
"TBC1D15","64786"
"TBC1D17","79735"
"TBC1D20","128637"
"TBC1D22A","25771"
"TBC1D22B","55633"
"TBC1D23","55773"
"TBC1D24","57465"
"TBC1D2B","23102"
"TBC1D4","9882"
"TBC1D5","9779"
"TBC1D7","51256"
"TBC1D9B","23061"
"TBCA","6902"
"TBCB","1155"
"TBCC","6903"
"TBCD","6904"
"TBCE","6905"
"TBCEL","219899"
"TBK1","29110"
"TBL1X","6907"
"TBL1XR1","79718"
"TBL2","26608"
"TBL3","10607"
"TBP","6908"
"TBPL1","9519"
"TBRG1","84897"
"TBRG4","9238"
"TBX18","9096"
"TBX2","6909"
"TBX3","6926"
"TCAF1","9747"
"TCEA1","6917"
"TCEA2","6919"
"TCEAL1","9338"
"TCEAL4","79921"
"TCEANC2","127428"
"TCERG1","10915"
"TCF12","6938"
"TCF19","6941"
"TCF20","6942"
"TCF25","22980"
"TCF3","6929"
"TCF7L2","6934"
"TCHP","84260"
"TCOF1","6949"
"TCP1","6950"
"TCP11L1","55346"
"TCTN3","26123"
"TDP1","55775"
"TDP2","51567"
"TDRD3","81550"
"TDRD7","23424"
"TDRKH","11022"
"TEAD1","7003"
"TEAD4","7004"
"TECPR1","25851"
"TECPR2","9895"
"TECR","9524"
"TEDC1","283643"
"TEDC2","80178"
"TEF","7008"
"TELO2","9894"
"TENM3","55714"
"TENT2","167153"
"TENT4B","64282"
"TEPSIN","146705"
"TERF1","7013"
"TERF2","7014"
"TERF2IP","54386"
"TES","26136"
"TET1","80312"
"TEX10","54881"
"TEX2","55852"
"TEX264","51368"
"TFAM","7019"
"TFAP2A","7020"
"TFAP2D","83741"
"TFAP4","7023"
"TFB1M","51106"
"TFCP2","7024"
"TFDP1","7027"
"TFDP2","7029"
"TFE3","7030"
"TFEB","7942"
"TFG","10342"
"TFPI2","7980"
"TFPT","29844"
"TFRC","7037"
"TGFBR1","7046"
"TGFBR3","7049"
"TGFBRAP1","9392"
"TGIF2","60436"
"TGM2","7052"
"TGS1","96764"
"THADA","63892"
"THAP1","55145"
"THAP10","56906"
"THAP11","57215"
"THAP12","5612"
"THAP3","90326"
"THAP4","51078"
"THEM4","117145"
"THEM6","51337"
"THG1L","54974"
"THNSL1","79896"
"THOC1","9984"
"THOC2","57187"
"THOC3","84321"
"THOC5","8563"
"THOC6","79228"
"THOC7","80145"
"THOP1","7064"
"THRAP3","9967"
"THTPA","79178"
"THUMPD1","55623"
"THUMPD3","25917"
"THYN1","29087"
"TIA1","7072"
"TIAL1","7073"
"TIAM1","7074"
"TICRR","90381"
"TIGAR","57103"
"TIGD2","166815"
"TIMM10","26519"
"TIMM10B","26515"
"TIMM13","26517"
"TIMM17B","10245"
"TIMM21","29090"
"TIMM22","29928"
"TIMM29","90580"
"TIMM50","92609"
"TIMM8A","1678"
"TIMM8B","26521"
"TIMM9","26520"
"TIMMDC1","51300"
"TIMP1","7076"
"TIMP2","7077"
"TIPIN","54962"
"TIPRL","261726"
"TJAP1","93643"
"TJP1","7082"
"TJP2","9414"
"TK1","7083"
"TKFC","26007"
"TKT","7086"
"TLCD1","116238"
"TLE1","7088"
"TLE3","7090"
"TLE4","7091"
"TLE5","166"
"TLK1","9874"
"TLK2","11011"
"TLN1","7094"
"TLN2","83660"
"TM2D1","83941"
"TM2D2","83877"
"TM7SF2","7108"
"TM7SF3","51768"
"TM9SF1","10548"
"TM9SF2","9375"
"TM9SF3","56889"
"TM9SF4","9777"
"TMA16","55319"
"TMA7","51372"
"TMBIM6","7009"
"TMCC3","57458"
"TMED1","11018"
"TMED2","10959"
"TMED3","23423"
"TMED4","222068"
"TMED5","50999"
"TMED7","51014"
"TMED8","283578"
"TMED9","54732"
"TMEM102","284114"
"TMEM106B","54664"
"TMEM106C","79022"
"TMEM109","79073"
"TMEM115","11070"
"TMEM120A","83862"
"TMEM126A","84233"
"TMEM126B","55863"
"TMEM127","55654"
"TMEM128","85013"
"TMEM131","23505"
"TMEM131L","23240"
"TMEM135","65084"
"TMEM14C","51522"
"TMEM160","54958"
"TMEM161A","54929"
"TMEM165","55858"
"TMEM167A","153339"
"TMEM177","80775"
"TMEM179B","374395"
"TMEM181","57583"
"TMEM184C","55751"
"TMEM192","201931"
"TMEM199","147007"
"TMEM201","199953"
"TMEM205","374882"
"TMEM209","84928"
"TMEM214","54867"
"TMEM219","124446"
"TMEM230","29058"
"TMEM237","65062"
"TMEM245","23731"
"TMEM259","91304"
"TMEM263","90488"
"TMEM30A","55754"
"TMEM33","55161"
"TMEM39B","55116"
"TMEM41A","90407"
"TMEM41B","440026"
"TMEM43","79188"
"TMEM63A","9725"
"TMEM63B","55362"
"TMEM65","157378"
"TMEM68","137695"
"TMEM70","54968"
"TMEM87A","25963"
"TMEM9","252839"
"TMEM94","9772"
"TMEM97","27346"
"TMEM9B","56674"
"TMF1","7110"
"TMLHE","55217"
"TMOD1","7111"
"TMOD2","29767"
"TMOD3","29766"
"TMPO","7112"
"TMPPE","643853"
"TMT1A","25840"
"TMT1B","196410"
"TMTC3","160418"
"TMUB1","83590"
"TMUB2","79089"
"TMX1","81542"
"TMX2","51075"
"TMX3","54495"
"TMX4","56255"
"TNFAIP8","25816"
"TNFRSF21","27242"
"TNIK","23043"
"TNIP1","10318"
"TNIP2","79155"
"TNK2","10188"
"TNKS1BP1","85456"
"TNPO1","3842"
"TNPO2","30000"
"TNPO3","23534"
"TNRC18","84629"
"TNRC6A","27327"
"TNRC6B","23112"
"TOB2","10766"
"TOE1","114034"
"TOLLIP","54472"
"TOM1","10043"
"TOM1L1","10040"
"TOM1L2","146691"
"TOMM20","9804"
"TOMM22","56993"
"TOMM34","10953"
"TOMM40","10452"
"TOMM5","401505"
"TOMM70","9868"
"TONSL","4796"
"TOP1","7150"
"TOP2A","7153"
"TOP2B","7155"
"TOP3A","7156"
"TOP3B","8940"
"TOPBP1","11073"
"TOPORS","10210"
"TOR1A","1861"
"TOR1AIP1","26092"
"TOR1AIP2","163590"
"TOR1B","27348"
"TOR2A","27433"
"TOR3A","64222"
"TOX2","84969"
"TOX4","9878"
"TP53","7157"
"TP53BP1","7158"
"TP53BP2","7159"
"TP53I11","9537"
"TP53I3","9540"
"TP53INP2","58476"
"TP53RK","112858"
"TP73","7161"
"TPBG","7162"
"TPCN1","53373"
"TPD52","7163"
"TPD52L1","7164"
"TPD52L2","7165"
"TPGS1","91978"
"TPI1","7167"
"TPM1","7168"
"TPM3","7170"
"TPM4","7171"
"TPMT","7172"
"TPP1","1200"
"TPP2","7174"
"TPPP","11076"
"TPPP3","51673"
"TPR","7175"
"TPRG1L","127262"
"TPRKB","51002"
"TPRN","286262"
"TPST1","8460"
"TPST2","8459"
"TPT1","7178"
"TPX2","22974"
"TRA2A","29896"
"TRA2B","6434"
"TRABD","80305"
"TRADD","8717"
"TRAF2","7186"
"TRAF3","7187"
"TRAF3IP1","26146"
"TRAF4","9618"
"TRAF6","7189"
"TRAF7","84231"
"TRAFD1","10906"
"TRAM1","23471"
"TRAPPC1","58485"
"TRAPPC11","60684"
"TRAPPC12","51112"
"TRAPPC13","80006"
"TRAPPC14","55262"
"TRAPPC2L","51693"
"TRAPPC3","27095"
"TRAPPC4","51399"
"TRAPPC5","126003"
"TRAPPC6B","122553"
"TRAPPC8","22878"
"TRAPPC9","83696"
"TRIAP1","51499"
"TRIM11","81559"
"TRIM2","23321"
"TRIM24","8805"
"TRIM25","7706"
"TRIM26","7726"
"TRIM27","5987"
"TRIM28","10155"
"TRIM3","10612"
"TRIM32","22954"
"TRIM33","51592"
"TRIM36","55521"
"TRIM4","89122"
"TRIM41","90933"
"TRIM44","54765"
"TRIM56","81844"
"TRIM65","201292"
"TRIM9","114088"
"TRIO","7204"
"TRIOBP","11078"
"TRIP10","9322"
"TRIP11","9321"
"TRIP12","9320"
"TRIP13","9319"
"TRIP4","9325"
"TRIP6","7205"
"TRIQK","286144"
"TRIR","79002"
"TRMT1","55621"
"TRMT10A","93587"
"TRMT10C","54931"
"TRMT11","60487"
"TRMT112","51504"
"TRMT13","54482"
"TRMT1L","81627"
"TRMT2A","27037"
"TRMT2B","79979"
"TRMT5","57570"
"TRMT6","51605"
"TRMT61A","115708"
"TRMT61B","55006"
"TRMU","55687"
"TRNT1","51095"
"TRO","7216"
"TROAP","10024"
"TRPS1","7227"
"TRPT1","83707"
"TRRAP","8295"
"TRUB1","142940"
"TRUB2","26995"
"TSC1","7248"
"TSC2","7249"
"TSC22D1","8848"
"TSC22D3","1831"
"TSC22D4","81628"
"TSEN15","116461"
"TSEN2","80746"
"TSEN34","79042"
"TSEN54","283989"
"TSFM","10102"
"TSG101","7251"
"TSHZ1","10194"
"TSHZ3","57616"
"TSN","7247"
"TSNAX","7257"
"TSPYL1","7259"
"TSR1","55720"
"TSR2","90121"
"TSR3","115939"
"TSSC4","10078"
"TST","7263"
"TSTD2","158427"
"TTC1","7265"
"TTC12","54970"
"TTC14","151613"
"TTC17","55761"
"TTC19","54902"
"TTC27","55622"
"TTC28","23331"
"TTC33","23548"
"TTC38","55020"
"TTC39C","125488"
"TTC4","7268"
"TTC5","91875"
"TTC7B","145567"
"TTC9C","283237"
"TTF1","7270"
"TTF2","8458"
"TTI1","9675"
"TTI2","80185"
"TTK","7272"
"TTL","150465"
"TTLL12","23170"
"TTLL4","9654"
"TTPAL","79183"
"TTYH2","94015"
"TTYH3","80727"
"TUB","7275"
"TUBA1C","84790"
"TUBAL3","79861"
"TUBB","203068"
"TUBB2A","7280"
"TUBB2B","347733"
"TUBB3","10381"
"TUBB4A","10382"
"TUBB4B","10383"
"TUBB6","84617"
"TUBE1","51175"
"TUBG1","7283"
"TUBGCP2","10844"
"TUBGCP3","10426"
"TUBGCP4","27229"
"TUBGCP5","114791"
"TUBGCP6","85378"
"TUFM","7284"
"TUFT1","7286"
"TULP3","7289"
"TUSC1","286319"
"TUSC2","11334"
"TUT1","64852"
"TUT4","23318"
"TUT7","79670"
"TWF1","5756"
"TWF2","11344"
"TWNK","56652"
"TWSG1","57045"
"TXLNA","200081"
"TXLNG","55787"
"TXN2","25828"
"TXNDC11","51061"
"TXNDC12","51060"
"TXNDC15","79770"
"TXNDC16","57544"
"TXNDC17","84817"
"TXNDC5","81567"
"TXNDC9","10190"
"TXNIP","10628"
"TXNL1","9352"
"TXNL4A","10907"
"TXNL4B","54957"
"TXNRD1","7296"
"TXNRD2","10587"
"TYK2","7297"
"TYMS","7298"
"TYRO3","7301"
"TYSND1","219743"
"TYW3","127253"
"U2AF1","7307"
"U2AF2","11338"
"U2SURP","23350"
"UACA","55075"
"UAP1","6675"
"UAP1L1","91373"
"UBA1","7317"
"UBA2","10054"
"UBA3","9039"
"UBA5","79876"
"UBA52","7311"
"UBA6","55236"
"UBAC1","10422"
"UBAC2","337867"
"UBAP1","51271"
"UBAP2L","9898"
"UBASH3B","84959"
"UBE2A","7319"
"UBE2B","7320"
"UBE2E3","10477"
"UBE2F","140739"
"UBE2G1","7326"
"UBE2H","7328"
"UBE2J1","51465"
"UBE2J2","118424"
"UBE2K","3093"
"UBE2L3","7332"
"UBE2M","9040"
"UBE2N","7334"
"UBE2O","63893"
"UBE2Q1","55585"
"UBE2R2","54926"
"UBE2S","27338"
"UBE2V1","7335"
"UBE2V2","7336"
"UBE2Z","65264"
"UBE3A","7337"
"UBE3B","89910"
"UBE3C","9690"
"UBE4A","9354"
"UBE4B","10277"
"UBFD1","56061"
"UBL4A","8266"
"UBL5","59286"
"UBL7","84993"
"UBLCP1","134510"
"UBP1","7342"
"UBQLN1","29979"
"UBQLN2","29978"
"UBQLN4","56893"
"UBR1","197131"
"UBR2","23304"
"UBR4","23352"
"UBR5","51366"
"UBR7","55148"
"UBTD1","80019"
"UBTD2","92181"
"UBTF","7343"
"UBXN1","51035"
"UBXN2A","165324"
"UBXN2B","137886"
"UBXN4","23190"
"UBXN6","80700"
"UBXN7","26043"
"UBXN8","7993"
"UCHL1","7345"
"UCHL3","7347"
"UCHL5","51377"
"UCK1","83549"
"UCK2","7371"
"UCKL1","54963"
"UEVLD","55293"
"UFD1","7353"
"UFL1","23376"
"UFM1","51569"
"UFSP2","55325"
"UGCG","7357"
"UGDH","7358"
"UGGT1","56886"
"UGGT2","55757"
"UGP2","7360"
"UGT8","7368"
"UHRF1","29128"
"UHRF2","115426"
"UIMC1","51720"
"ULBP2","80328"
"ULBP3","79465"
"ULK1","8408"
"ULK3","25989"
"UMPS","7372"
"UNC119","9094"
"UNC119B","84747"
"UNC13B","10497"
"UNC45A","55898"
"UNC5C","8633"
"UNC93B1","81622"
"UNCX","340260"
"UNG","7374"
"UNK","85451"
"UPF1","5976"
"UPF2","26019"
"UPF3B","65109"
"UPP1","7378"
"UPRT","139596"
"UQCC1","55245"
"UQCC2","84300"
"UQCC4","283951"
"UQCC5","440957"
"UQCC6","728568"
"UQCR10","29796"
"UQCRB","7381"
"UQCRC1","7384"
"UQCRC2","7385"
"UQCRFS1","7386"
"UQCRH","7388"
"UQCRQ","27089"
"URB1","9875"
"URB2","9816"
"URGCP","55665"
"URI1","8725"
"URM1","81605"
"UROD","7389"
"USB1","79650"
"USE1","55850"
"USF1","7391"
"USF2","7392"
"USO1","8615"
"USP10","9100"
"USP11","8237"
"USP12","219333"
"USP13","8975"
"USP14","9097"
"USP15","9958"
"USP16","10600"
"USP19","10869"
"USP22","23326"
"USP24","23358"
"USP25","29761"
"USP27X","389856"
"USP28","57646"
"USP3","9960"
"USP31","57478"
"USP33","23032"
"USP34","9736"
"USP36","57602"
"USP37","57695"
"USP39","10713"
"USP4","7375"
"USP42","84132"
"USP47","55031"
"USP48","84196"
"USP5","8078"
"USP54","159195"
"USP7","7874"
"USP8","9101"
"USP9X","8239"
"UST","10090"
"UTP11","51118"
"UTP14A","10813"
"UTP15","84135"
"UTP18","51096"
"UTP23","84294"
"UTP25","27042"
"UTP3","57050"
"UTP4","84916"
"UTP6","55813"
"UTRN","7402"
"UVSSA","57654"
"UXS1","80146"
"UXT","8409"
"VAC14","55697"
"VAMP2","6844"
"VAMP3","9341"
"VAMP4","8674"
"VAMP7","6845"
"VAMP8","8673"
"VANGL1","81839"
"VAPA","9218"
"VAPB","9217"
"VARS1","7407"
"VARS2","57176"
"VASH1","22846"
"VASN","114990"
"VASP","7408"
"VAT1","10493"
"VAV2","7410"
"VAX2","25806"
"VBP1","7411"
"VCAN","1462"
"VCF1","84923"
"VCL","7414"
"VCP","7415"
"VCPIP1","80124"
"VCPKMT","79609"
"VDAC1","7416"
"VDAC2","7417"
"VDAC3","7419"
"VEGFA","7422"
"VEGFB","7423"
"VEZF1","7716"
"VGLL4","9686"
"VIM","7431"
"VIPAS39","63894"
"VIRMA","25962"
"VKORC1","79001"
"VKORC1L1","154807"
"VLDLR","7436"
"VMA21","203547"
"VMP1","81671"
"VPS11","55823"
"VPS13A","23230"
"VPS13C","54832"
"VPS16","64601"
"VPS18","57617"
"VPS26A","9559"
"VPS26B","112936"
"VPS26C","10311"
"VPS28","51160"
"VPS29","51699"
"VPS33A","65082"
"VPS33B","26276"
"VPS35","55737"
"VPS35L","57020"
"VPS36","51028"
"VPS37A","137492"
"VPS37C","55048"
"VPS39","23339"
"VPS41","27072"
"VPS45","11311"
"VPS4A","27183"
"VPS4B","9525"
"VPS50","55610"
"VPS51","738"
"VPS52","6293"
"VPS53","55275"
"VPS72","6944"
"VRK1","7443"
"VRK2","7444"
"VRK3","51231"
"VTA1","51534"
"VTI1A","143187"
"VTI1B","10490"
"VWA8","23078"
"WAC","51322"
"WAPL","23063"
"WARS1","7453"
"WARS2","10352"
"WASF3","10810"
"WASH6P","653440"
"WASHC2A","387680"
"WASHC2C","253725"
"WASHC3","51019"
"WASHC4","23325"
"WASHC5","9897"
"WASL","8976"
"WBP11","51729"
"WBP1L","54838"
"WBP2","23558"
"WBP4","11193"
"WDCP","80304"
"WDFY1","57590"
"WDHD1","11169"
"WDR1","9948"
"WDR11","55717"
"WDR12","55759"
"WDR13","64743"
"WDR18","57418"
"WDR20","91833"
"WDR25","79446"
"WDR26","80232"
"WDR3","10885"
"WDR33","55339"
"WDR36","134430"
"WDR37","22884"
"WDR4","10785"
"WDR41","55255"
"WDR43","23160"
"WDR44","54521"
"WDR45","11152"
"WDR45B","56270"
"WDR46","9277"
"WDR47","22911"
"WDR48","57599"
"WDR5","11091"
"WDR54","84058"
"WDR55","54853"
"WDR59","79726"
"WDR6","11180"
"WDR62","284403"
"WDR70","55100"
"WDR73","84942"
"WDR74","54663"
"WDR75","84128"
"WDR76","79968"
"WDR77","79084"
"WDR81","124997"
"WDR82","80335"
"WDR83","84292"
"WDR89","112840"
"WDR91","29062"
"WDSUB1","151525"
"WDTC1","23038"
"WEE1","7465"
"WFS1","7466"
"WHAMM","123720"
"WIPF1","7456"
"WIPF2","147179"
"WIPF3","644150"
"WIPI2","26100"
"WIZ","58525"
"WLS","79971"
"WNK2","65268"
"WNK3","65267"
"WRAP53","55135"
"WRAP73","49856"
"WRNIP1","56897"
"WTAP","9589"
"WWOX","51741"
"WWP1","11059"
"WWP2","11060"
"XAB2","56949"
"XBP1","7494"
"XIAP","331"
"XPA","7507"
"XPC","7508"
"XPNPEP1","7511"
"XPNPEP3","63929"
"XPO1","7514"
"XPO4","64328"
"XPO5","57510"
"XPO6","23214"
"XPO7","23039"
"XPOT","11260"
"XPR1","9213"
"XRCC1","7515"
"XRCC3","7517"
"XRCC4","7518"
"XRCC5","7520"
"XRCC6","2547"
"XRN1","54464"
"XRN2","22803"
"XXYLT1","152002"
"XYLB","9942"
"XYLT2","64132"
"YAF2","10138"
"YAP1","10413"
"YARS1","8565"
"YARS2","51067"
"YBEY","54059"
"YBX1","4904"
"YBX2","51087"
"YBX3","8531"
"YEATS2","55689"
"YEATS4","8089"
"YES1","7525"
"YIF1A","10897"
"YIF1B","90522"
"YIPF1","54432"
"YIPF3","25844"
"YIPF5","81555"
"YIPF6","286451"
"YJU2","55702"
"YJU2B","81576"
"YKT6","10652"
"YLPM1","56252"
"YME1L1","10730"
"YOD1","55432"
"YPEL5","51646"
"YRDC","79693"
"YTHDC1","91746"
"YTHDC2","64848"
"YTHDF1","54915"
"YTHDF2","51441"
"YTHDF3","253943"
"YWHAB","7529"
"YWHAE","7531"
"YWHAG","7532"
"YWHAH","7533"
"YWHAQ","10971"
"YWHAZ","7534"
"YY1","7528"
"YY1AP1","55249"
"ZBED1","9189"
"ZBTB1","22890"
"ZBTB10","65986"
"ZBTB11","27107"
"ZBTB14","7541"
"ZBTB2","57621"
"ZBTB21","49854"
"ZBTB24","9841"
"ZBTB33","10009"
"ZBTB34","403341"
